pumpControl,pressure,state
74,49,normal
81,87,overload
82,86,overload
29,6,normal
92,95,overload
22,18,normal
88,70,normal
95,100,normal
16,7,normal
100,100,normal
51,62,normal
80,85,overload
79,83,overload
78,65,normal
97,85,normal
89,76,normal
94,97,overload
70,66,normal
22,16,normal
22,43,normal
58,61,normal
9,4,normal
13,17,normal
89,85,normal
89,100,overload
8,0,normal
26,10,normal
92,9,hose_break
8,14,normal
7,0,normal
85,41,normal
90,94,overload
83,87,normal
57,39,normal
26,25,normal
66,62,normal
85,80,normal
84,82,normal
93,100,overload
76,83,normal
16,10,normal
75,59,normal
16,18,normal
88,98,overload
0,8,normal
99,74,normal
63,64,normal
54,35,normal
78,72,normal
86,19,hose_break
34,26,normal
63,58,normal
72,6,hose_break
71,67,normal
6,0,normal
62,65,normal
4,7,normal
2,0,normal
2,0,normal
77,48,normal
69,45,normal
100,85,normal
43,26,normal
80,70,normal
91,4,hose_break
72,13,hose_break
66,57,normal
99,100,overload
83,12,hose_break
40,44,normal
80,86,overload
80,88,overload
37,31,normal
87,83,normal
79,86,overload
87,85,normal
85,83,normal
76,58,normal
75,84,overload
93,96,normal
48,48,normal
11,13,normal
86,90,overload
80,84,overload
58,52,normal
27,17,normal
45,50,normal
1,0,normal
87,92,overload
60,64,normal
86,66,normal
78,69,normal
10,3,normal
24,45,normal
93,100,overload
56,41,normal
35,31,normal
75,81,overload
13,4,normal
57,61,normal
20,24,normal
16,17,normal
71,55,normal
3,20,normal
87,81,normal
72,59,normal
82,84,normal
8,8,normal
82,83,normal
45,44,normal
73,87,normal
8,0,normal
79,65,normal
66,89,normal
93,100,overload
80,82,overload
68,66,normal
7,17,normal
73,64,normal
75,48,normal
84,87,overload
99,73,normal
73,85,normal
49,27,normal
59,47,normal
92,88,normal
63,44,normal
74,70,normal
98,100,overload
18,19,normal
49,41,normal
24,20,normal
51,56,normal
36,20,normal
85,95,overload
97,95,normal
83,85,overload
95,96,overload
7,3,normal
17,0,normal
83,77,normal
43,45,normal
71,49,normal
16,22,normal
87,100,overload
96,16,hose_break
59,50,normal
11,13,normal
27,24,normal
94,77,normal
3,1,normal
99,100,overload
31,22,normal
14,12,normal
100,100,overload
87,82,normal
45,19,normal
92,100,overload
14,3,normal
68,67,normal
97,90,normal
44,33,normal
97,100,overload
84,66,normal
99,13,hose_break
50,54,normal
57,54,normal
75,83,overload
92,100,overload
21,8,normal
91,100,overload
10,19,normal
79,68,normal
87,14,hose_break
97,98,overload
67,50,normal
96,100,overload
86,97,overload
82,75,normal
0,0,normal
32,16,normal
70,46,normal
39,19,normal
37,30,normal
22,21,normal
67,53,normal
62,33,normal
97,100,overload
52,42,normal
34,30,normal
38,48,normal
53,29,normal
90,100,overload
72,70,normal
99,0,hose_break
19,14,normal
93,87,normal
6,3,normal
10,14,normal
49,35,normal
31,18,normal
81,53,normal
61,58,normal
92,5,hose_break
41,35,normal
68,59,normal
79,96,overload
10,11,normal
57,65,normal
55,48,normal
4,8,normal
60,55,normal
82,70,normal
21,22,normal
61,66,normal
90,77,normal
35,38,normal
27,17,normal
83,92,normal
9,0,normal
63,78,normal
16,2,normal
74,63,normal
9,12,normal
2,14,normal
55,65,normal
81,96,overload
50,28,normal
99,93,normal
40,28,normal
43,48,normal
100,100,normal
78,87,overload
58,46,normal
78,1,hose_break
8,0,normal
35,24,normal
76,80,overload
80,72,normal
23,31,normal
65,59,normal
53,35,normal
67,47,normal
100,96,normal
73,85,normal
87,96,overload
96,79,normal
17,5,normal
88,99,overload
72,9,hose_break
76,81,normal
80,59,normal
93,78,normal
15,0,normal
100,90,normal
85,84,normal
88,93,overload
76,70,normal
12,15,normal
71,69,normal
3,0,normal
36,23,normal
8,8,normal
30,34,normal
40,57,normal
52,35,normal
98,100,overload
85,76,normal
21,14,normal
88,90,normal
87,83,normal
30,32,normal
8,0,normal
70,59,normal
34,31,normal
83,76,normal
13,36,normal
77,66,normal
75,10,hose_break
40,32,normal
72,0,hose_break
78,80,overload
97,92,normal
43,39,normal
31,0,normal
10,11,normal
91,100,overload
65,45,normal
15,6,normal
100,89,normal
5,0,normal
78,83,overload
30,30,normal
6,0,normal
51,30,normal
63,65,normal
88,91,overload
98,100,overload
83,3,hose_break
37,45,normal
74,63,normal
77,69,normal
48,41,normal
70,5,hose_break
94,100,overload
76,0,hose_break
24,10,normal
98,78,normal
55,49,normal
45,28,normal
32,28,normal
74,43,normal
39,30,normal
86,96,overload
99,100,overload
95,100,overload
86,88,overload
81,88,overload
91,100,overload
66,62,normal
62,63,normal
6,0,normal
74,67,normal
51,43,normal
8,8,normal
93,98,overload
82,96,overload
35,38,normal
18,27,normal
17,18,normal
94,99,overload
81,92,overload
38,47,normal
20,20,normal
95,99,overload
91,97,overload
97,87,normal
80,86,normal
75,85,normal
81,64,normal
34,34,normal
93,77,normal
43,25,normal
44,45,normal
24,23,normal
12,12,normal
91,99,overload
82,91,overload
85,79,normal
92,91,normal
46,33,normal
96,100,overload
66,66,normal
79,88,overload
94,84,normal
4,2,normal
73,64,normal
82,74,normal
84,60,normal
94,100,overload
51,56,normal
30,45,normal
88,85,normal
64,51,normal
46,46,normal
70,4,hose_break
73,78,normal
20,13,normal
56,57,normal
18,30,normal
84,93,overload
75,89,overload
76,53,normal
74,6,hose_break
97,100,overload
100,81,normal
93,91,overload
98,99,overload
41,51,normal
70,74,normal
9,2,normal
59,75,normal
6,2,normal
90,100,overload
60,72,normal
92,98,overload
96,100,overload
50,56,normal
71,57,normal
79,43,normal
14,20,normal
33,21,normal
22,18,normal
60,55,normal
85,96,overload
64,54,normal
85,94,overload
96,100,overload
59,33,normal
18,2,normal
75,80,overload
2,0,normal
52,54,normal
30,37,normal
96,100,overload
18,14,normal
48,57,normal
13,13,normal
50,41,normal
86,99,overload
16,22,normal
90,100,overload
66,53,normal
96,76,normal
77,18,hose_break
25,13,normal
27,21,normal
95,100,overload
6,0,normal
6,5,normal
91,82,normal
85,87,overload
35,33,normal
56,51,normal
99,1,hose_break
42,46,normal
99,79,normal
25,11,normal
89,100,overload
46,42,normal
35,34,normal
11,5,normal
25,17,normal
85,86,normal
11,36,normal
97,100,overload
93,100,overload
54,47,normal
48,34,normal
79,84,overload
41,57,normal
65,51,normal
88,97,overload
94,9,hose_break
5,0,normal
78,3,hose_break
83,94,overload
93,10,hose_break
20,14,normal
45,45,normal
99,88,normal
91,74,normal
54,38,normal
66,59,normal
83,87,normal
97,81,normal
20,0,normal
80,74,normal
58,64,normal
39,40,normal
98,100,overload
70,64,normal
80,80,normal
91,77,normal
27,18,normal
97,13,hose_break
15,8,normal
86,90,overload
89,82,normal
81,78,normal
85,93,overload
99,100,normal
16,28,normal
89,68,normal
75,81,overload
56,68,normal
98,100,overload
8,0,normal
86,83,normal
82,91,normal
31,31,normal
87,94,overload
36,45,normal
49,39,normal
17,25,normal
71,58,normal
35,27,normal
45,48,normal
62,68,normal
84,91,overload
98,100,normal
64,61,normal
83,87,overload
69,58,normal
84,80,normal
28,38,normal
51,56,normal
30,37,normal
99,100,overload
97,100,overload
90,5,hose_break
91,88,normal
92,96,overload
45,42,normal
46,42,normal
38,45,normal
98,86,normal
4,0,normal
74,64,normal
86,81,normal
29,28,normal
81,76,normal
75,86,overload
28,19,normal
88,82,normal
89,94,overload
9,0,normal
60,51,normal
30,37,normal
76,80,overload
91,86,normal
59,62,normal
90,88,normal
3,0,normal
58,44,normal
83,75,normal
60,56,normal
83,81,normal
88,85,normal
43,65,normal
32,43,normal
60,50,normal
90,100,normal
63,45,normal
59,42,normal
51,53,normal
10,6,normal
65,34,normal
96,100,normal
51,52,normal
64,56,normal
84,91,overload
47,40,normal
19,0,normal
88,5,hose_break
20,15,normal
75,82,overload
80,93,overload
89,95,overload
51,49,normal
40,34,normal
8,0,normal
34,33,normal
51,45,normal
93,100,overload
100,86,normal
39,28,normal
42,46,normal
72,62,normal
61,64,normal
96,80,normal
96,100,overload
92,98,overload
11,1,normal
37,11,normal
12,26,normal
76,81,overload
8,12,normal
67,58,normal
68,72,normal
1,0,normal
64,59,normal
88,86,normal
93,100,overload
78,82,overload
75,80,overload
87,92,overload
58,32,normal
73,73,normal
65,63,normal
43,47,normal
67,50,normal
79,60,normal
45,45,normal
86,82,normal
92,64,normal
58,45,normal
84,100,overload
92,100,overload
37,30,normal
14,0,normal
97,6,hose_break
15,13,normal
64,55,normal
34,29,normal
31,20,normal
68,44,normal
22,32,normal
99,100,normal
14,7,normal
87,95,overload
99,7,hose_break
71,0,hose_break
39,30,normal
16,0,normal
90,77,normal
11,8,normal
89,82,normal
60,38,normal
34,15,normal
54,50,normal
54,36,normal
76,66,normal
30,39,normal
81,82,overload
97,78,normal
56,60,normal
14,0,normal
44,37,normal
85,100,overload
100,17,hose_break
62,75,normal
20,29,normal
85,93,overload
54,42,normal
23,23,normal
87,95,normal
13,8,normal
80,74,normal
27,23,normal
100,100,overload
87,96,overload
84,97,overload
28,31,normal
39,27,normal
51,73,normal
97,100,overload
99,100,normal
77,65,normal
57,62,normal
98,100,overload
6,4,normal
51,55,normal
89,18,hose_break
1,20,normal
93,100,overload
69,58,normal
36,24,normal
95,100,overload
96,79,normal
0,0,normal
1,9,normal
94,100,overload
14,19,normal
76,75,normal
77,81,normal
96,12,hose_break
8,0,normal
82,8,hose_break
6,5,normal
35,32,normal
95,84,normal
7,6,normal
30,33,normal
7,20,normal
71,63,normal
5,2,normal
29,19,normal
77,5,hose_break
95,100,overload
98,100,overload
32,13,normal
64,56,normal
100,100,overload
65,70,normal
12,10,normal
45,50,normal
59,46,normal
68,63,normal
81,93,overload
81,78,normal
89,92,overload
78,70,normal
27,5,normal
13,11,normal
63,50,normal
27,24,normal
71,55,normal
10,20,normal
81,5,hose_break
85,86,normal
90,74,normal
83,18,hose_break
38,33,normal
39,54,normal
91,100,overload
67,52,normal
97,76,normal
10,19,normal
95,100,overload
36,33,normal
99,94,overload
84,4,hose_break
37,33,normal
81,1,hose_break
93,8,hose_break
83,70,normal
66,64,normal
47,39,normal
68,64,normal
61,47,normal
91,98,overload
92,6,hose_break
91,100,overload
80,84,overload
89,71,normal
5,0,normal
77,80,overload
84,76,normal
1,0,normal
75,80,overload
78,84,overload
40,9,normal
53,46,normal
46,41,normal
97,100,normal
31,30,normal
78,71,normal
100,100,overload
12,8,normal
26,25,normal
75,87,overload
52,39,normal
35,41,normal
98,74,normal
85,83,normal
84,7,hose_break
82,93,overload
6,0,normal
48,35,normal
94,99,overload
99,100,overload
99,100,overload
7,6,normal
84,89,overload
14,6,normal
62,59,normal
14,26,normal
81,59,normal
68,76,normal
26,29,normal
29,23,normal
47,45,normal
6,11,normal
14,1,normal
96,84,normal
53,47,normal
68,44,normal
76,87,overload
46,35,normal
89,95,overload
16,13,normal
44,44,normal
24,25,normal
97,87,normal
26,26,normal
44,32,normal
62,57,normal
99,94,normal
91,76,normal
95,85,normal
98,93,normal
76,67,normal
72,52,normal
24,35,normal
16,26,normal
57,51,normal
1,16,normal
75,85,overload
80,86,overload
64,50,normal
85,65,normal
73,64,normal
2,0,normal
87,91,overload
82,91,overload
85,86,overload
76,52,normal
98,19,hose_break
58,64,normal
25,16,normal
89,100,overload
24,9,normal
75,18,hose_break
10,0,normal
3,3,normal
3,4,normal
28,23,normal
95,70,normal
58,72,normal
86,15,hose_break
28,32,normal
99,17,hose_break
42,34,normal
95,100,overload
80,80,overload
90,96,overload
97,100,overload
20,18,normal
85,97,overload
96,100,overload
70,72,normal
77,59,normal
88,83,normal
89,95,overload
75,80,overload
12,17,normal
5,0,normal
100,100,overload
30,16,normal
80,94,overload
85,84,normal
42,27,normal
71,51,normal
82,69,normal
91,70,normal
81,87,normal
92,92,overload
7,24,normal
79,88,overload
78,75,normal
4,4,normal
26,7,normal
72,72,normal
76,68,normal
51,36,normal
84,97,overload
46,51,normal
93,94,normal
87,87,normal
78,16,hose_break
19,4,normal
98,75,normal
86,87,normal
56,59,normal
95,61,normal
16,13,normal
79,63,normal
2,16,normal
96,0,hose_break
71,63,normal
23,25,normal
91,16,hose_break
55,67,normal
96,3,hose_break
80,72,normal
55,39,normal
87,75,normal
15,2,normal
97,100,overload
92,97,overload
63,64,normal
57,51,normal
29,19,normal
30,39,normal
33,14,normal
74,59,normal
79,69,normal
28,43,normal
33,23,normal
5,9,normal
91,99,overload
92,95,overload
42,43,normal
75,64,normal
78,8,hose_break
99,83,normal
6,0,normal
98,88,normal
11,25,normal
71,57,normal
42,26,normal
26,6,normal
20,0,normal
78,13,hose_break
97,86,normal
60,53,normal
9,9,normal
60,68,normal
27,36,normal
1,12,normal
90,100,overload
31,34,normal
87,62,normal
95,83,normal
59,55,normal
70,54,normal
70,11,hose_break
25,39,normal
45,39,normal
96,100,overload
19,8,normal
93,18,hose_break
43,37,normal
26,40,normal
0,0,normal
59,68,normal
24,34,normal
72,68,normal
1,6,normal
77,4,hose_break
78,4,hose_break
6,22,normal
61,51,normal
67,64,normal
96,100,overload
99,100,overload
62,57,normal
75,69,normal
6,22,normal
37,34,normal
54,56,normal
27,32,normal
92,99,overload
79,92,normal
25,14,normal
71,47,normal
65,38,normal
94,79,normal
2,0,normal
30,20,normal
49,44,normal
93,86,normal
85,91,overload
66,52,normal
16,9,normal
7,11,normal
97,100,overload
96,100,overload
29,29,normal
31,28,normal
54,32,normal
36,42,normal
79,66,normal
31,16,normal
51,32,normal
95,96,normal
50,23,normal
19,21,normal
84,84,normal
97,100,overload
90,100,overload
16,4,normal
91,4,hose_break
11,15,normal
16,15,normal
16,31,normal
8,4,normal
84,94,overload
10,10,normal
61,39,normal
24,20,normal
81,86,overload
22,20,normal
56,54,normal
41,50,normal
93,90,overload
70,63,normal
41,23,normal
87,83,normal
11,32,normal
61,51,normal
14,4,normal
92,98,overload
90,68,normal
80,80,overload
1,3,normal
80,71,normal
56,42,normal
63,45,normal
75,86,overload
73,78,normal
82,75,normal
85,55,normal
79,69,normal
45,43,normal
89,77,normal
47,40,normal
81,65,normal
91,79,normal
54,58,normal
97,89,normal
7,0,normal
37,30,normal
100,100,normal
56,39,normal
35,24,normal
37,31,normal
46,35,normal
72,77,normal
0,9,normal
80,86,overload
75,93,overload
95,100,overload
6,20,normal
94,100,overload
94,100,overload
81,61,normal
67,60,normal
62,48,normal
19,22,normal
89,83,normal
94,100,overload
60,61,normal
90,100,overload
63,55,normal
72,52,normal
27,17,normal
24,11,normal
21,27,normal
88,96,overload
18,18,normal
84,90,overload
83,85,normal
27,30,normal
93,100,overload
64,57,normal
32,20,normal
70,56,normal
22,4,normal
66,65,normal
82,80,normal
18,23,normal
8,0,normal
86,100,overload
3,0,normal
56,55,normal
71,13,hose_break
83,94,overload
100,87,normal
83,70,normal
89,100,overload
6,17,normal
81,64,normal
86,76,normal
13,6,normal
2,13,normal
57,45,normal
83,85,overload
1,7,normal
77,82,normal
76,86,overload
84,86,normal
63,76,normal
87,94,normal
100,100,normal
76,86,normal
39,30,normal
23,27,normal
93,85,normal
83,83,overload
100,91,normal
99,100,normal
72,70,normal
59,52,normal
68,54,normal
68,66,normal
79,86,overload
50,56,normal
91,100,overload
82,92,overload
60,43,normal
75,14,hose_break
86,99,overload
17,20,normal
1,6,normal
93,100,overload
84,65,normal
85,100,overload
78,80,overload
93,89,normal
58,34,normal
5,15,normal
75,80,overload
61,53,normal
88,82,normal
80,91,overload
87,76,normal
74,68,normal
28,28,normal
84,16,hose_break
6,6,normal
33,33,normal
94,87,normal
8,0,normal
21,17,normal
23,3,normal
10,6,normal
16,0,normal
80,67,normal
32,18,normal
13,4,normal
25,36,normal
6,0,normal
21,15,normal
34,33,normal
87,59,normal
89,97,overload
81,75,normal
88,91,overload
74,12,hose_break
27,15,normal
46,41,normal
30,15,normal
73,42,normal
58,63,normal
87,85,normal
31,40,normal
99,90,normal
89,68,normal
49,39,normal
94,86,overload
84,60,normal
36,29,normal
33,40,normal
45,35,normal
19,20,normal
96,89,normal
58,39,normal
49,31,normal
89,100,overload
37,24,normal
57,55,normal
79,82,overload
79,83,overload
83,78,normal
100,100,overload
87,2,hose_break
84,89,overload
77,90,overload
89,99,overload
17,19,normal
67,53,normal
88,72,normal
25,25,normal
91,100,overload
75,66,normal
35,19,normal
77,88,overload
4,3,normal
29,19,normal
91,74,normal
87,100,overload
15,11,normal
49,63,normal
100,75,normal
77,81,normal
17,11,normal
3,0,normal
85,12,hose_break
91,70,normal
51,39,normal
3,2,normal
55,61,normal
16,12,normal
2,0,normal
5,1,normal
73,68,normal
28,16,normal
75,7,hose_break
80,86,normal
12,4,normal
78,77,normal
57,40,normal
93,77,normal
75,81,overload
83,90,normal
23,22,normal
34,35,normal
26,25,normal
61,43,normal
85,87,normal
95,88,normal
28,30,normal
28,35,normal
91,100,overload
100,79,normal
77,80,overload
86,90,overload
84,63,normal
94,79,normal
93,72,normal
71,1,hose_break
16,3,normal
97,90,normal
45,24,normal
87,95,overload
66,67,normal
90,100,overload
98,100,overload
76,87,overload
0,6,normal
41,25,normal
40,33,normal
69,68,normal
27,19,normal
34,25,normal
86,95,overload
29,43,normal
49,51,normal
43,22,normal
16,15,normal
91,71,normal
83,95,overload
94,97,normal
82,92,normal
98,100,overload
40,40,normal
77,87,overload
58,41,normal
99,88,normal
21,20,normal
74,59,normal
3,6,normal
77,95,overload
17,0,normal
94,90,normal
82,73,normal
84,94,overload
5,5,normal
46,38,normal
22,5,normal
58,58,normal
36,36,normal
87,97,overload
80,7,hose_break
81,62,normal
77,81,overload
47,54,normal
22,19,normal
38,39,normal
81,9,hose_break
30,31,normal
94,87,normal
3,22,normal
48,31,normal
66,56,normal
98,100,normal
76,86,overload
42,40,normal
94,75,normal
92,100,overload
87,8,hose_break
84,69,normal
95,12,hose_break
37,28,normal
84,90,overload
85,99,overload
7,19,normal
85,91,overload
83,71,normal
4,0,normal
88,76,normal
56,50,normal
73,49,normal
96,89,normal
94,82,normal
92,96,normal
40,50,normal
93,10,hose_break
68,77,normal
83,69,normal
14,14,normal
85,89,normal
43,46,normal
25,20,normal
85,100,normal
31,1,normal
57,49,normal
27,23,normal
0,15,normal
80,13,hose_break
81,65,normal
95,98,normal
81,86,overload
100,90,normal
66,56,normal
69,66,normal
22,8,normal
31,5,normal
79,93,overload
79,94,overload
98,100,overload
77,80,overload
70,13,hose_break
60,51,normal
79,85,overload
97,100,overload
98,8,hose_break
5,5,normal
85,90,overload
2,0,normal
79,71,normal
82,90,overload
40,30,normal
100,100,overload
71,67,normal
27,21,normal
55,57,normal
5,16,normal
81,70,normal
22,26,normal
99,100,overload
9,0,normal
97,100,overload
77,88,overload
5,0,normal
49,24,normal
39,28,normal
53,50,normal
81,61,normal
76,66,normal
27,22,normal
84,100,overload
5,0,normal
3,18,normal
19,8,normal
91,100,overload
90,77,normal
30,22,normal
24,7,normal
67,65,normal
83,84,normal
40,40,normal
36,25,normal
67,56,normal
100,100,overload
15,19,normal
58,63,normal
87,75,normal
91,90,overload
41,18,normal
89,93,overload
85,85,normal
56,55,normal
94,0,hose_break
82,80,normal
25,15,normal
87,73,normal
68,70,normal
60,70,normal
89,100,overload
86,99,overload
22,12,normal
69,68,normal
75,54,normal
22,30,normal
76,85,overload
74,63,normal
93,62,normal
83,89,overload
8,6,normal
26,24,normal
86,93,overload
55,44,normal
67,51,normal
99,1,hose_break
89,96,normal
88,100,overload
7,8,normal
34,22,normal
92,72,normal
72,62,normal
29,45,normal
98,100,overload
80,83,normal
95,97,normal
82,93,overload
64,46,normal
90,100,overload
56,37,normal
34,22,normal
40,38,normal
93,100,overload
0,2,normal
71,50,normal
1,0,normal
54,54,normal
72,10,hose_break
38,61,normal
61,41,normal
9,2,normal
31,27,normal
88,98,overload
88,73,normal
30,37,normal
85,99,overload
31,39,normal
13,2,normal
58,55,normal
93,100,overload
88,87,normal
50,52,normal
18,30,normal
2,0,normal
62,38,normal
85,73,normal
97,84,normal
10,34,normal
89,94,overload
8,19,normal
23,43,normal
64,77,normal
25,22,normal
31,36,normal
96,100,overload
90,94,overload
91,100,overload
47,48,normal
89,93,overload
84,90,overload
77,67,normal
93,100,overload
85,87,overload
76,45,normal
94,72,normal
81,90,overload
97,77,normal
38,32,normal
51,40,normal
16,0,normal
40,29,normal
11,7,normal
85,98,overload
66,79,normal
71,16,hose_break
94,76,normal
90,19,hose_break
15,37,normal
58,46,normal
85,89,overload
85,91,overload
79,82,overload
5,11,normal
55,59,normal
58,54,normal
34,32,normal
8,21,normal
57,49,normal
82,94,overload
74,3,hose_break
86,90,overload
94,86,normal
76,80,normal
77,86,overload
87,100,overload
79,75,normal
27,29,normal
4,0,normal
40,62,normal
94,89,normal
67,74,normal
96,85,normal
2,0,normal
13,20,normal
44,26,normal
5,19,normal
60,51,normal
21,26,normal
44,42,normal
35,43,normal
95,100,overload
63,58,normal
79,55,normal
99,10,hose_break
61,72,normal
80,93,overload
18,35,normal
6,19,normal
52,52,normal
22,13,normal
44,41,normal
16,9,normal
39,29,normal
5,7,normal
48,18,normal
38,32,normal
51,47,normal
76,84,overload
57,43,normal
97,100,overload
4,4,normal
9,29,normal
4,9,normal
95,80,normal
7,14,normal
79,80,overload
36,33,normal
99,92,normal
14,13,normal
84,88,overload
0,1,normal
