pumpControl,pressure,state
52,137,normal_digging
48,139,normal_digging
50,146,normal_digging
47,148,normal_digging
49,137,normal_digging
48,130,normal_digging
51,140,normal_digging
48,132,normal_digging
49,149,normal_digging
49,131,normal_digging
64,168,normal_digging
59,169,normal_digging
64,174,normal_digging
68,177,normal_digging
64,162,normal_digging
70,170,normal_digging
65,169,normal_digging
65,169,normal_digging
63,166,normal_digging
64,166,normal_digging
63,170,normal_digging
64,180,normal_digging
59,177,normal_digging
67,155,normal_digging
64,167,normal_digging
62,164,normal_digging
62,181,normal_digging
66,178,normal_digging
66,162,normal_digging
63,173,normal_digging
62,174,normal_digging
64,167,normal_digging
66,173,normal_digging
64,177,normal_digging
62,174,normal_digging
66,167,normal_digging
65,161,normal_digging
66,168,normal_digging
63,177,normal_digging
68,169,normal_digging
66,184,normal_digging
67,192,normal_digging
65,192,normal_digging
70,179,normal_digging
68,182,normal_digging
69,187,normal_digging
70,181,normal_digging
69,179,normal_digging
70,167,normal_digging
67,185,normal_digging
70,178,normal_digging
70,182,normal_digging
68,174,normal_digging
70,172,normal_digging
70,167,normal_digging
72,183,normal_digging
70,187,normal_digging
73,187,normal_digging
66,170,normal_digging
88,240,normal_full
91,233,normal_full
90,232,normal_full
88,226,normal_full
87,227,normal_full
87,250,normal_full
87,265,normal_full
91,241,normal_full
87,246,normal_full
88,241,normal_full
96,239,normal_full
93,233,normal_full
89,256,normal_full
88,257,normal_full
91,234,normal_full
91,249,normal_full
91,224,normal_full
88,237,normal_full
89,245,normal_full
90,227,normal_full
91,245,normal_full
91,250,normal_full
92,244,normal_full
74,186,normal_full
75,201,normal_full
75,189,normal_full
72,208,normal_full
74,205,normal_full
75,200,normal_full
77,195,normal_full
75,196,normal_full
74,197,normal_full
75,196,normal_full
77,192,normal_full
74,196,normal_full
78,201,normal_full
87,206,normal_full
85,227,normal_full
85,229,normal_full
83,232,normal_full
90,216,normal_full
83,232,normal_full
89,215,normal_full
83,217,normal_full
81,211,normal_full
82,213,normal_full
84,222,normal_full
88,211,normal_full
87,218,normal_full
84,225,normal_full
82,223,normal_full
85,224,normal_full
85,241,normal_full
83,215,normal_full
83,215,normal_full
83,230,normal_full
88,214,normal_full
82,224,normal_full
83,225,normal_full
85,206,normal_full
88,235,normal_full
83,216,normal_full
85,222,normal_full
86,237,normal_full
64,164,normal_digging
62,165,normal_digging
64,182,normal_digging
63,171,normal_digging
64,178,normal_digging
69,166,normal_digging
64,177,normal_digging
66,182,normal_digging
66,167,normal_digging
66,177,normal_digging
66,173,normal_digging
67,177,normal_digging
67,174,normal_digging
64,170,normal_digging
67,164,normal_digging
65,167,normal_digging
65,178,normal_digging
65,170,normal_digging
62,175,normal_digging
66,184,normal_digging
64,171,normal_digging
60,170,normal_digging
59,161,normal_digging
61,161,normal_digging
59,161,normal_digging
61,153,normal_digging
60,155,normal_digging
62,150,normal_digging
58,162,normal_digging
62,159,normal_digging
59,172,normal_digging
57,145,normal_digging
60,156,normal_digging
58,164,normal_digging
60,156,normal_digging
57,165,normal_digging
61,159,normal_digging
63,153,normal_digging
57,155,normal_digging
59,161,normal_digging
59,162,normal_digging
57,169,normal_digging
59,167,normal_digging
60,162,normal_digging
61,162,normal_digging
61,168,normal_digging
60,164,normal_digging
59,169,normal_digging
58,171,normal_digging
59,150,normal_digging
60,155,normal_digging
61,155,normal_digging
59,147,normal_digging
59,144,normal_digging
57,164,normal_digging
51,142,normal_digging
48,139,normal_digging
49,133,normal_digging
52,144,normal_digging
49,140,normal_digging
50,128,normal_digging
49,136,normal_digging
48,138,normal_digging
52,143,normal_digging
49,143,normal_digging
52,145,normal_digging
50,136,normal_digging
51,142,normal_digging
51,143,normal_digging
51,137,normal_digging
51,141,normal_digging
53,136,normal_digging
52,141,normal_digging
49,137,normal_digging
49,142,normal_digging
50,136,normal_digging
49,151,normal_digging
52,142,normal_digging
50,140,normal_digging
50,134,normal_digging
49,130,normal_digging
50,143,normal_digging
49,148,normal_digging
48,131,normal_digging
50,145,normal_digging
52,137,normal_digging
51,139,normal_digging
49,144,normal_digging
66,159,normal_digging
67,179,normal_digging
63,172,normal_digging
65,171,normal_digging
63,165,normal_digging
64,177,normal_digging
66,167,normal_digging
66,150,normal_digging
67,158,normal_digging
64,162,normal_digging
62,177,normal_digging
64,172,normal_digging
64,173,normal_digging
65,161,normal_digging
66,166,normal_digging
61,167,normal_digging
67,175,normal_digging
64,167,normal_digging
64,184,normal_digging
65,172,normal_digging
67,171,normal_digging
64,168,normal_digging
64,169,normal_digging
66,170,normal_digging
66,169,normal_digging
65,156,normal_digging
66,172,normal_digging
66,150,normal_digging
69,169,normal_digging
67,162,normal_digging
66,162,normal_digging
63,183,normal_digging
64,171,normal_digging
87,224,normal_full
85,223,normal_full
91,219,normal_full
85,229,normal_full
87,230,normal_full
86,209,normal_full
89,209,normal_full
85,213,normal_full
84,222,normal_full
85,223,normal_full
89,223,normal_full
84,228,normal_full
88,209,normal_full
86,226,normal_full
84,232,normal_full
84,221,normal_full
84,220,normal_full
82,207,normal_full
89,212,normal_full
82,201,normal_full
68,170,normal_digging
73,187,normal_digging
68,196,normal_digging
72,177,normal_digging
64,196,normal_digging
67,168,normal_digging
72,197,normal_digging
72,184,normal_digging
71,186,normal_digging
71,182,normal_digging
70,179,normal_digging
68,177,normal_digging
66,179,normal_digging
67,172,normal_digging
70,190,normal_digging
71,168,normal_digging
67,186,normal_digging
67,178,normal_digging
71,173,normal_digging
70,170,normal_digging
68,182,normal_digging
66,183,normal_digging
19,30,normal_empty
20,31,normal_empty
20,29,normal_empty
20,30,normal_empty
20,30,normal_empty
19,29,normal_empty
19,32,normal_empty
19,29,normal_empty
19,31,normal_empty
19,31,normal_empty
19,30,normal_empty
19,32,normal_empty
19,30,normal_empty
20,30,normal_empty
19,29,normal_empty
20,29,normal_empty
20,32,normal_empty
19,28,normal_empty
19,33,normal_empty
19,31,normal_empty
21,29,normal_empty
20,31,normal_empty
19,29,normal_empty
19,28,normal_empty
19,28,normal_empty
20,29,normal_empty
20,28,normal_empty
20,31,normal_empty
18,30,normal_empty
20,28,normal_empty
21,30,normal_empty
19,29,normal_empty
20,30,normal_empty
20,28,normal_empty
20,28,normal_empty
19,28,normal_empty
19,31,normal_empty
20,30,normal_empty
19,29,normal_empty
41,50,normal_empty
42,50,normal_empty
40,49,normal_empty
40,49,normal_empty
40,51,normal_empty
39,47,normal_empty
37,51,normal_empty
38,45,normal_empty
40,54,normal_empty
39,51,normal_empty
40,49,normal_empty
41,49,normal_empty
40,50,normal_empty
39,51,normal_empty
39,48,normal_empty
40,48,normal_empty
40,49,normal_empty
41,50,normal_empty
39,51,normal_empty
41,51,normal_empty
40,47,normal_empty
29,39,normal_empty
29,39,normal_empty
30,40,normal_empty
29,40,normal_empty
30,36,normal_empty
29,39,normal_empty
28,40,normal_empty
31,41,normal_empty
29,42,normal_empty
30,39,normal_empty
29,39,normal_empty
29,40,normal_empty
30,40,normal_empty
30,41,normal_empty
30,37,normal_empty
27,41,normal_empty
28,39,normal_empty
28,37,normal_empty
30,41,normal_empty
29,35,normal_empty
29,40,normal_empty
28,40,normal_empty
29,40,normal_empty
30,38,normal_empty
31,39,normal_empty
29,38,normal_empty
29,38,normal_empty
29,42,normal_empty
28,37,normal_empty
31,39,normal_empty
29,41,normal_empty
29,42,normal_empty
30,39,normal_empty
31,39,normal_empty
30,40,normal_empty
31,42,normal_empty
30,38,normal_empty
30,38,normal_empty
31,40,normal_empty
29,40,normal_empty
28,38,normal_empty
31,38,normal_empty
29,40,normal_empty
31,41,normal_empty
30,38,normal_empty
28,42,normal_empty
29,39,normal_empty
31,40,normal_empty
30,43,normal_empty
29,41,normal_empty
30,40,normal_empty
31,40,normal_empty
30,41,normal_empty
29,38,normal_empty
29,36,normal_empty
31,38,normal_empty
29,39,normal_empty
30,41,normal_empty
30,39,normal_empty
29,40,normal_empty
29,42,normal_empty
30,41,normal_empty
30,41,normal_empty
30,37,normal_empty
30,38,normal_empty
29,40,normal_empty
31,40,normal_empty
30,42,normal_empty
30,44,normal_empty
30,37,normal_empty
30,40,normal_empty
31,41,normal_empty
29,38,normal_empty
29,38,normal_empty
29,40,normal_empty
31,40,normal_empty
28,40,normal_empty
31,39,normal_empty
39,50,normal_empty
39,51,normal_empty
39,50,normal_empty
48,137,normal_digging
51,137,normal_digging
52,137,normal_digging
50,145,normal_digging
47,130,normal_digging
47,147,normal_digging
49,154,normal_digging
49,141,normal_digging
52,151,normal_digging
53,146,normal_digging
51,143,normal_digging
51,136,normal_digging
48,139,normal_digging
49,137,normal_digging
51,145,normal_digging
50,148,normal_digging
48,138,normal_digging
48,129,normal_digging
49,139,normal_digging
52,143,normal_digging
48,150,normal_digging
51,143,normal_digging
49,134,normal_digging
49,146,normal_digging
52,148,normal_digging
49,133,normal_digging
50,130,normal_digging
50,139,normal_digging
49,131,normal_digging
50,137,normal_digging
48,123,normal_digging
49,149,normal_digging
52,137,normal_digging
49,142,normal_digging
48,141,normal_digging
51,146,normal_digging
49,138,normal_digging
48,135,normal_digging
49,142,normal_digging
51,135,normal_digging
52,138,normal_digging
49,135,normal_digging
46,144,normal_digging
51,138,normal_digging
50,142,normal_digging
47,137,normal_digging
51,132,normal_digging
50,132,normal_digging
50,139,normal_digging
47,146,normal_digging
68,174,normal_digging
70,188,normal_digging
67,180,normal_digging
70,184,normal_digging
70,177,normal_digging
68,180,normal_digging
67,158,normal_digging
70,186,normal_digging
65,172,normal_digging
71,194,normal_digging
70,174,normal_digging
69,189,normal_digging
68,174,normal_digging
68,173,normal_digging
70,191,normal_digging
70,178,normal_digging
69,168,normal_digging
71,179,normal_digging
69,202,normal_digging
70,174,normal_digging
64,177,normal_digging
65,160,normal_digging
66,165,normal_digging
68,177,normal_digging
64,178,normal_digging
65,175,normal_digging
65,164,normal_digging
63,177,normal_digging
64,167,normal_digging
63,172,normal_digging
69,162,normal_digging
65,179,normal_digging
64,173,normal_digging
62,172,normal_digging
64,176,normal_digging
67,187,normal_digging
66,172,normal_digging
65,167,normal_digging
65,167,normal_digging
65,178,normal_digging
63,177,normal_digging
67,169,normal_digging
60,165,normal_digging
67,169,normal_digging
63,166,normal_digging
66,173,normal_digging
64,167,normal_digging
64,163,normal_digging
68,167,normal_digging
67,180,normal_digging
66,167,normal_digging
65,169,normal_digging
82,222,normal_full
81,230,normal_full
83,221,normal_full
85,217,normal_full
86,215,normal_full
87,208,normal_full
85,237,normal_full
82,214,normal_full
86,221,normal_full
85,224,normal_full
86,229,normal_full
86,217,normal_full
86,236,normal_full
84,211,normal_full
87,218,normal_full
79,227,normal_full
83,219,normal_full
85,221,normal_full
86,216,normal_full
86,217,normal_full
86,225,normal_full
82,229,normal_full
83,227,normal_full
85,236,normal_full
84,216,normal_full
69,177,normal_digging
71,168,normal_digging
67,172,normal_digging
71,192,normal_digging
69,178,normal_digging
70,188,normal_digging
68,181,normal_digging
72,183,normal_digging
70,187,normal_digging
64,184,normal_digging
68,166,normal_digging
71,189,normal_digging
69,186,normal_digging
73,189,normal_digging
73,185,normal_digging
70,168,normal_digging
69,173,normal_digging
74,178,normal_digging
70,183,normal_digging
70,192,normal_digging
68,181,normal_digging
68,170,normal_digging
68,179,normal_digging
69,175,normal_digging
67,179,normal_digging
66,185,normal_digging
70,169,normal_digging
69,174,normal_digging
70,189,normal_digging
66,180,normal_digging
69,184,normal_digging
70,174,normal_digging
84,212,normal_full
87,220,normal_full
89,219,normal_full
83,206,normal_full
80,206,normal_full
85,224,normal_full
80,227,normal_full
83,221,normal_full
89,227,normal_full
84,212,normal_full
79,213,normal_full
84,211,normal_full
84,220,normal_full
84,214,normal_full
85,223,normal_full
82,232,normal_full
84,220,normal_full
86,222,normal_full
87,222,normal_full
83,223,normal_full
82,220,normal_full
84,218,normal_full
84,203,normal_full
83,220,normal_full
85,210,normal_full
88,212,normal_full
87,223,normal_full
83,235,normal_full
81,228,normal_full
87,214,normal_full
88,217,normal_full
85,222,normal_full
84,227,normal_full
87,204,normal_full
88,205,normal_full
67,177,normal_digging
62,167,normal_digging
62,168,normal_digging
64,175,normal_digging
67,179,normal_digging
63,168,normal_digging
61,164,normal_digging
66,180,normal_digging
62,165,normal_digging
64,171,normal_digging
63,172,normal_digging
64,169,normal_digging
66,170,normal_digging
64,169,normal_digging
64,167,normal_digging
64,180,normal_digging
66,167,normal_digging
66,167,normal_digging
67,172,normal_digging
64,173,normal_digging
61,162,normal_digging
62,170,normal_digging
68,185,normal_digging
66,173,normal_digging
61,166,normal_digging
63,165,normal_digging
64,166,normal_digging
47,144,normal_digging
48,141,normal_digging
53,134,normal_digging
46,138,normal_digging
51,150,normal_digging
48,142,normal_digging
49,139,normal_digging
53,131,normal_digging
50,142,normal_digging
51,140,normal_digging
50,137,normal_digging
50,138,normal_digging
50,137,normal_digging
50,139,normal_digging
51,139,normal_digging
47,147,normal_digging
48,136,normal_digging
49,147,normal_digging
46,157,normal_digging
51,141,normal_digging
49,141,normal_digging
50,143,normal_digging
50,140,normal_digging
19,29,normal_empty
19,31,normal_empty
20,26,normal_empty
20,30,normal_empty
19,29,normal_empty
20,31,normal_empty
19,30,normal_empty
19,28,normal_empty
19,31,normal_empty
20,30,normal_empty
20,30,normal_empty
19,30,normal_empty
20,30,normal_empty
20,30,normal_empty
20,31,normal_empty
19,28,normal_empty
19,29,normal_empty
19,29,normal_empty
19,29,normal_empty
18,30,normal_empty
20,29,normal_empty
20,31,normal_empty
19,29,normal_empty
19,28,normal_empty
20,29,normal_empty
19,27,normal_empty
20,28,normal_empty
20,30,normal_empty
20,28,normal_empty
18,30,normal_empty
21,31,normal_empty
20,29,normal_empty
20,28,normal_empty
20,30,normal_empty
20,33,normal_empty
70,176,normal_digging
69,167,normal_digging
68,177,normal_digging
68,181,normal_digging
68,188,normal_digging
70,179,normal_digging
69,181,normal_digging
71,173,normal_digging
68,177,normal_digging
67,174,normal_digging
68,186,normal_digging
70,181,normal_digging
71,179,normal_digging
70,179,normal_digging
70,175,normal_digging
64,179,normal_digging
72,186,normal_digging
72,188,normal_digging
70,181,normal_digging
68,177,normal_digging
71,188,normal_digging
69,176,normal_digging
70,184,normal_digging
66,163,normal_digging
68,171,normal_digging
88,238,normal_full
88,253,normal_full
90,242,normal_full
91,229,normal_full
92,239,normal_full
91,229,normal_full
85,247,normal_full
91,231,normal_full
87,250,normal_full
86,255,normal_full
87,246,normal_full
89,245,normal_full
88,238,normal_full
90,230,normal_full
92,235,normal_full
89,230,normal_full
83,238,normal_full
96,247,normal_full
89,237,normal_full
90,245,normal_full
86,250,normal_full
91,246,normal_full
86,220,normal_full
86,225,normal_full
84,214,normal_full
85,233,normal_full
81,207,normal_full
65,170,normal_digging
65,171,normal_digging
64,180,normal_digging
61,164,normal_digging
64,158,normal_digging
64,181,normal_digging
65,171,normal_digging
62,165,normal_digging
64,167,normal_digging
67,173,normal_digging
62,171,normal_digging
65,177,normal_digging
68,163,normal_digging
63,161,normal_digging
64,173,normal_digging
66,169,normal_digging
64,171,normal_digging
63,184,normal_digging
61,171,normal_digging
68,170,normal_digging
64,167,normal_digging
64,179,normal_digging
60,180,normal_digging
62,168,normal_digging
64,174,normal_digging
38,50,normal_empty
42,47,normal_empty
40,48,normal_empty
40,50,normal_empty
39,50,normal_empty
42,49,normal_empty
40,47,normal_empty
38,50,normal_empty
41,50,normal_empty
39,49,normal_empty
38,51,normal_empty
41,49,normal_empty
39,50,normal_empty
39,49,normal_empty
42,49,normal_empty
39,48,normal_empty
40,49,normal_empty
39,52,normal_empty
41,48,normal_empty
37,52,normal_empty
39,51,normal_empty
37,51,normal_empty
38,51,normal_empty
40,48,normal_empty
39,51,normal_empty
40,51,normal_empty
21,28,normal_empty
20,30,normal_empty
19,28,normal_empty
19,31,normal_empty
19,31,normal_empty
19,29,normal_empty
19,30,normal_empty
20,29,normal_empty
18,30,normal_empty
20,30,normal_empty
20,28,normal_empty
20,31,normal_empty
18,30,normal_empty
19,29,normal_empty
20,29,normal_empty
19,30,normal_empty
19,28,normal_empty
20,28,normal_empty
20,30,normal_empty
18,29,normal_empty
20,28,normal_empty
19,30,normal_empty
20,29,normal_empty
19,31,normal_empty
21,31,normal_empty
20,29,normal_empty
19,30,normal_empty
20,31,normal_empty
20,28,normal_empty
20,28,normal_empty
19,30,normal_empty
21,33,normal_empty
20,29,normal_empty
20,31,normal_empty
19,32,normal_empty
20,30,normal_empty
20,30,normal_empty
20,29,normal_empty
19,28,normal_empty
20,30,normal_empty
20,32,normal_empty
19,30,normal_empty
19,29,normal_empty
20,31,normal_empty
19,29,normal_empty
19,29,normal_empty
20,30,normal_empty
20,30,normal_empty
20,29,normal_empty
20,30,normal_empty
20,29,normal_empty
18,31,normal_empty
19,28,normal_empty
20,29,normal_empty
20,30,normal_empty
71,170,normal_digging
72,181,normal_digging
69,181,normal_digging
66,182,normal_digging
67,170,normal_digging
66,188,normal_digging
68,191,normal_digging
68,167,normal_digging
67,188,normal_digging
69,176,normal_digging
70,183,normal_digging
72,190,normal_digging
69,170,normal_digging
69,181,normal_digging
67,173,normal_digging
70,179,normal_digging
70,174,normal_digging
69,173,normal_digging
71,187,normal_digging
66,173,normal_digging
66,175,normal_digging
69,169,normal_digging
58,153,normal_digging
60,160,normal_digging
58,161,normal_digging
59,158,normal_digging
63,168,normal_digging
62,175,normal_digging
66,162,normal_digging
66,180,normal_digging
62,163,normal_digging
66,171,normal_digging
66,172,normal_digging
65,160,normal_digging
67,177,normal_digging
64,169,normal_digging
62,173,normal_digging
66,169,normal_digging
67,167,normal_digging
66,163,normal_digging
64,168,normal_digging
65,167,normal_digging
64,175,normal_digging
64,159,normal_digging
68,179,normal_digging
62,174,normal_digging
64,171,normal_digging
65,168,normal_digging
63,165,normal_digging
63,164,normal_digging
64,165,normal_digging
66,180,normal_digging
63,171,normal_digging
65,173,normal_digging
65,175,normal_digging
65,161,normal_digging
66,176,normal_digging
63,170,normal_digging
66,168,normal_digging
67,186,normal_digging
63,160,normal_digging
65,174,normal_digging
64,179,normal_digging
62,174,normal_digging
73,213,normal_full
79,193,normal_full
73,206,normal_full
74,199,normal_full
75,184,normal_full
74,194,normal_full
73,211,normal_full
72,206,normal_full
74,197,normal_full
76,202,normal_full
76,207,normal_full
74,195,normal_full
72,193,normal_full
81,209,normal_full
71,189,normal_full
76,204,normal_full
76,197,normal_full
74,202,normal_full
75,182,normal_full
74,193,normal_full
75,223,normal_full
75,197,normal_full
77,203,normal_full
75,204,normal_full
79,190,normal_full
76,192,normal_full
76,192,normal_full
74,197,normal_full
77,207,normal_full
72,200,normal_full
73,189,normal_full
69,177,normal_digging
75,183,normal_digging
67,175,normal_digging
72,195,normal_digging
66,166,normal_digging
73,182,normal_digging
68,183,normal_digging
64,180,normal_digging
70,186,normal_digging
67,180,normal_digging
68,181,normal_digging
68,177,normal_digging
67,184,normal_digging
71,178,normal_digging
70,169,normal_digging
69,179,normal_digging
75,171,normal_digging
73,187,normal_digging
70,192,normal_digging
70,182,normal_digging
69,188,normal_digging
72,175,normal_digging
67,178,normal_digging
68,179,normal_digging
72,176,normal_digging
69,180,normal_digging
71,163,normal_digging
68,181,normal_digging
72,176,normal_digging
61,174,normal_digging
63,161,normal_digging
63,168,normal_digging
63,155,normal_digging
66,178,normal_digging
66,162,normal_digging
64,169,normal_digging
66,174,normal_digging
63,170,normal_digging
65,179,normal_digging
66,175,normal_digging
65,179,normal_digging
65,164,normal_digging
67,174,normal_digging
64,166,normal_digging
65,173,normal_digging
65,172,normal_digging
68,177,normal_digging
65,176,normal_digging
62,172,normal_digging
68,168,normal_digging
63,165,normal_digging
62,164,normal_digging
64,160,normal_digging
65,176,normal_digging
63,180,normal_digging
20,31,normal_empty
19,31,normal_empty
19,31,normal_empty
20,30,normal_empty
19,28,normal_empty
20,28,normal_empty
20,28,normal_empty
20,28,normal_empty
20,30,normal_empty
19,30,normal_empty
20,29,normal_empty
19,27,normal_empty
20,28,normal_empty
20,29,normal_empty
20,29,normal_empty
19,30,normal_empty
20,30,normal_empty
20,28,normal_empty
20,30,normal_empty
19,29,normal_empty
19,29,normal_empty
20,31,normal_empty
20,28,normal_empty
20,31,normal_empty
20,31,normal_empty
21,31,normal_empty
20,31,normal_empty
20,30,normal_empty
19,31,normal_empty
19,31,normal_empty
20,28,normal_empty
20,27,normal_empty
20,31,normal_empty
19,30,normal_empty
21,29,normal_empty
19,31,normal_empty
21,30,normal_empty
20,31,normal_empty
63,166,normal_digging
67,181,normal_digging
66,164,normal_digging
68,166,normal_digging
64,172,normal_digging
68,175,normal_digging
65,173,normal_digging
65,173,normal_digging
60,167,normal_digging
65,162,normal_digging
65,168,normal_digging
68,180,normal_digging
64,168,normal_digging
64,166,normal_digging
65,164,normal_digging
62,174,normal_digging
66,164,normal_digging
66,165,normal_digging
65,175,normal_digging
64,173,normal_digging
63,168,normal_digging
64,164,normal_digging
64,159,normal_digging
64,168,normal_digging
64,168,normal_digging
64,173,normal_digging
66,165,normal_digging
62,162,normal_digging
64,167,normal_digging
63,161,normal_digging
64,171,normal_digging
66,166,normal_digging
64,163,normal_digging
64,164,normal_digging
66,157,normal_digging
64,172,normal_digging
65,188,normal_digging
65,163,normal_digging
64,157,normal_digging
84,212,normal_full
87,215,normal_full
84,214,normal_full
89,217,normal_full
89,227,normal_full
86,223,normal_full
86,203,normal_full
84,227,normal_full
84,207,normal_full
84,234,normal_full
88,219,normal_full
87,216,normal_full
80,211,normal_full
88,217,normal_full
84,217,normal_full
89,234,normal_full
90,218,normal_full
85,206,normal_full
88,209,normal_full
